id,word,explanation,difficulty
241,昂头挺胸,抬起头，挺起胸膛。形容斗志高，士气旺。参见昂首挺胸”。,12
257,傲慢不逊,逊谦逊。态度高傲自大，对人不讲谦让。,12
280,傲雪凌霜,形容不畏霜雪严寒，外界条件越艰苦越有精神。比喻经过长期磨练，面对冷酷迫害或打击毫不示弱、无所畏惧。傲，傲慢、蔑视。,12
358,巴人下里,①即下里巴人。古代楚国流行的民间歌曲。用以称流俗的音乐。巴，古国名，在今四川东部一带，古为楚地。下里，乡里。②泛指粗俗的。,12
502,拜将封侯,拜为将领，封为列侯。古代形容功成名就，官至极品。,12
739,班师回俯,指出征的军队胜利返回朝廷。同班师回朝”。,12
740,搬石砸脚,比喻本来想害别人，结果害了自己。,12

75,爱生恶死,恶厌恶。喜爱生存，厌恶死亡。,13
132,安家立业,安置家庭，创立基业或事业。也指长期在一个地方劳动和生活。,13
183,安身之处,指得以立足容身的地方。,13
200,按图索骏,指按照画像去寻求好马。比喻墨守成规办事；也比喻按照线索去寻求。参见按图索骥”。,13
216,安营下寨,安、下建立，安置；寨防守用的栅栏。指部队驻扎下来。也比喻建立临时的劳动或工作基地。,13
217,安营扎寨,安、扎建立，安置；寨防守用的栅栏。指部队驻扎下来。也比喻建立临时的劳动或工作基地。,13
301,罢黜百家,罢黜废弃不用。原指排除诸子杂说，专门推行儒家学说。也比喻只要一种形式，不要其他形式。,13
470,拜鬼求神,向鬼神叩拜祈祷，求其保佑。,13
605,百思莫解,百思百般思索。形容反复思索也不能理解。,13
606,百死一生,形容生命极其危险，处于死亡的边缘。,13

20,哀而不伤,哀悲哀；伤伤害。忧愁而不悲伤，形容感情有节制；另形容诗歌、音乐优美雅致，感情适度。比喻做事没有过头也无不及。,14
67,爱如珍宝,形容十分喜欢。,14
108,黯淡无光,黯淡同暗淡”，不明亮，昏暗。形容失去光彩。,14
163,岸然道貌,指严肃的神态。,14
168,黯然无色,指事物失去原有光彩，变得暗淡无光。,14
170,安然无恙,恙病。原指人平安没有疾病。现泛指事物平安未遭损害。,14
400,百般抚慰,用各种方式进行安慰。抚慰安慰。,14
455,百废待兴,废被废置的事情；待等待；兴兴办。许多被搁置的事情等着要兴办。,14
517,白浪掀天,掀翻腾。形容风大浪高。,14
521,百炼成刚,刚通钢。铁经过反复锤炼便成为坚韧的钢。比喻人经过多次磨炼而成为有用之才。,14

66,爱如己出,像对待亲生子女那样地爱护。,15
128,安国宁家,指治理国家。,15
160,安贫守道,安于贫穷，恪守信仰。,15
473,败国丧家,使国家沦亡，家庭败落。,15
475,捭阖纵横,捭阖，开合。纵横，合纵和连横的简称。以辞令探测、打动别人，在政治和外交上运用分化与争取的手段。,15
496,百计千心,指想尽或用尽一切办法。,15
514,百口难分,即使有一百张嘴也难分辩清楚。犹百口莫辩。,15
538,百谋千计,犹千方百计。,15
541,百年大业,指关系到长远利益的重要计划或措施。同百年大计”。,15
553,百年之约,即婚约。,15

120,安分守已,规矩老实，守本分，不做违法的事。,16
194,安适如常,安静而舒适，象往常一样。指经过某种变动后，恢复了正常，使人感到舒适。,16
350,八面张罗,形容各方面都应酬得好。,16
454,百废待举,废被废置的事情；待等待；举兴办。许多被搁置的事情等着要兴办。,16
501,败将残兵,指战败后剩余的兵将。同残兵败将”。,16
545,百年难遇,百年也碰不到。形容罕见或很不容易碰到。,16
560,白日见鬼,大白天看见鬼。指工部四曹无事可做，非常清闲◇泛指事情离奇古怪或无中生有。,16
633,百无一成,百一切。形容一切的努力和作为没有一样成功，即毫无成就。,16
647,白眼相看,看别人时眼睛朝上或旁边，现出白眼珠，表示轻蔑，不屑一顾，对人不礼貌。,16
753,半文半白,文言和白话夹杂。亦作半文不白”。,16

40,挨肩叠背,形容人群拥挤。,17
50,爱民如子,旧时称赞某些统治者爱护百姓，就象爱护自己的子女一样。,17
141,暗箭中人,暗暗中；箭放箭；中中伤。放冷箭伤害人。比喻暗中用阴险的手段攻击或陷害别人。,17
150,鞍马之劳,鞍马鞍子和马，指长途跋涉或打仗。形容旅途或战斗的劳苦。,17
162,鞍前马后,马前马后。指追随左右。,17
205,安危与共,共同享受安乐，共同承担危难。形容关系密切，利害相连。,17
285,聱牙诘屈,聱牙不顺口；诘屈曲折。形容文辞艰涩难读。,17
291,巴巴急急,指勉强，凑合。同巴巴结结”。,17
316,八方呼应,呼应彼此声气相通。泛指周围、各地。形容各方面互通声气，互相配合。,17
397,白白朱朱,白的白，红的红。形容不同种类、色彩各异的花木。,17

34,挨家挨户,每家每户，户户不漏。挨，依次，顺次。,18
56,爱钱如命,某些人贪爱钱财就像吝啬生命一样。形容十分贪婪、刻薄。,18
119,安份守己,规矩老实，守本分，不做违法的事。,18
153,安民告示,安定人心的布告。现也指把要商量的或要办的事情预先通知大家。,18
225,暗中摸索,摸索寻求，探索。在黑暗中寻找◇比喻没有人指导，独自钻研。,18
238,昂头阔步,昂仰，高抬。抬起头迈开大步向前。形容精神备发或态度傲慢。参见昂首阔步”。,18
253,懊悔无及,后悔已来不及了。,18
270,傲然挺立,傲然坚强不屈的样子。挺立像山峰一样高高地耸立。形容坚强而不可动摇。,18
305,拔萃出群,拔超出。萃原谓草丛生的样子，引伸为聚集，指聚集在一处的人或物。超出一般，在众人之上。,18
526,败柳残花,败衰败。残凋残。凋残的柳树，残败了的花。旧时用以比喻生活放荡或被蹂躏遗弃的女子。,18

16,爱才如命,才贤才，人才。爱慕贤才，急欲求得，就象生命一样重要。,19
36,挨肩擦膀,指身体相贴近。也形容人群拥挤。,19
156,安内攘外,攘排除。原就药的疗效而言◇多指安定内部，排除外患。,19
184,安身之地,存身的地方。批在某地居住、生活，或以某地作为建业的根基。,19
271,傲然屹立,形容坚定，不可动摇地站立着。,19
411,百不失一,一百次中无一次失误。表示射箭或打枪命中率高，或做事有充分把握。,19
474,败国亡家,使国家沦亡，家庭败落。,19
478,白黑分明,比喻是非分得清楚。,19
495,百计千谋,想尽或用尽一切办法。同千方百计”。,19
503,百结愁肠,指愁绪如结无法解开。,19

28,爱国如家,指帝王像爱抚自己的家室一样爱国爱民。,20
154,按名责实,按照事物名称，要求与实相符。,20
337,拔类超群,同拔萃出类”。指高出众人。,20
376,拔树寻根,比喻追究到底。,20
533,百密一疏,在极周密的考虑中偶然出现了一点疏忽。,20
598,白手兴家,形容原来无基础或条件很差而创出一番事业。同白手起家”。,20
668,百载树人,培育人才需要百年。指育才是百年大计，要付出艰苦的劳动。同百年树人”。,20
775,傍花随柳,形容春游的快乐。,20
895,悲不自胜,胜能承受。悲伤得自己不能承受。形容极度悲伤。,20
960,背曲腰躬,腰背弯曲。常指坐久或年老。,20

57,蔼然可亲,蔼然对人和善的样子。形容态度和气，使人愿意接近。,21
210,暗香疏影,暗香清幽的香气；疏影稀疏的枝影。原形容梅花的香味和姿态，后被用为梅花的代称。,21
226,安坐待毙,坐着等死。指不积极想办法，坐等灭亡。,21
292,巴巴劫劫,指心情急切的样子。,21
314,把饭叫饥,比喻多此一举。,21
327,跋扈恣睢,指专横强暴，为所欲为。,21
378,巴头探脑,形容伸着头偷看。,21
423,百川赴海,百表示多。川江河。所有江河都流归大海。比喻众望所归或大势所趋。也比喻许多事物由分散而汇集到一处。,21
468,稗官小说,即野史小说，街谈巷说之言。,21
488,百喙莫辩,喙嘴，借指人的嘴。指纵有众多的嘴也不能辩解。同百口莫辩”。,21

93,按兵不举,犹按兵不动。,22
121,安分知足,安于本分，对自己所得到的待遇知道满足。,22
127,安国富民,使国家安定，使人民富裕。,22
131,安家乐业,犹安居乐业。指安定愉快地生活和劳动。,22
177,安若泰山,形容极其平安稳固。同安如泰山”。,22
180,安身乐业,指安稳快乐地过日子。,22
212,安心乐业,指心绪安定，生活愉快。,22
247,傲不可长,傲慢之心不可以滋长。,22
281,傲雪欺霜,形容不畏霜雪严寒，外界条件越艰苦越有精神。比喻经过长期磨练，面对冷酷迫害或打击毫不示弱、无所畏惧。傲，傲慢、蔑视。,22
395,拔帜易帜,帜旗帜；易换。比喻推翻别人，自己占有。,22

35,挨肩并足,形容人群拥挤。,23
52,爱莫之助,爱爱惜；莫不。虽然心中关切同情，却没有力量帮助。,23
64,爱人以德,爱人爱护别人；德德行。按照道德标准去爱护人。泛指对人不偏私偏爱，不姑息迁就。,23
100,安常处顺,安习惯于；处居住，居于；顺适合，如意。习惯于平稳的日子，处于顺利的境遇中。,23
135,案甲休兵,指停止战事，休养士卒。,23
176,安如太山,形容极其平安稳固。泰，也写作太”。同安如泰山”。,23
220,安于一隅,隅角落。安心在某一个角落。形容苟安一角，不求进取。,23
231,昂然自若,形容气宇轩昂满不在乎的样子。,23
303,拔丛出类,犹言拔萃出类。指高出众人。,23
322,巴高枝儿,比喻高攀。,23

74,嗳声叹气,因伤感、烦闷或痛苦而发出叹息的声音。,24
78,哀思如潮,哀伤的思绪如同潮涌一般。形容极度悲痛。,24
106,暗锤打人,比喻暗中对人进行攻击。,24
161,暗气暗恼,受了气闷在心里。,24
242,昂霄耸壑,昂高；壑峪。高出霄汉，耸立山壑。形容才能杰出，建树宏大功业。也形容志气高昂，胸怀广阔。,24
274,傲霜斗雪,傲视寒霜，抗击白雪。形容不畏严寒。比喻人身处逆境而不屈服。,24
283,聱牙佶屈,聱牙不顺口；佶屈曲折。指文章读起来不顺口。,24
328,跋扈自恣,形容为所欲为，无所忌惮。,24
364,拔山扛鼎,扛双手举起。拔起大山，举起重鼎。形容力气很大。,24
365,拔山举鼎,形容力量超人或气势雄伟。,24

15,爱才如渴,才贤才，人才。爱慕贤才，急欲求得，就象口渴急于喝水一样。,25
79,爱素好古,指爱好朴质，不趋时尚。,25
222,安枕而卧,放好枕头睡大觉。比喻太平无事，不必担忧。,25
300,把持不定,没有明确的主见，游移反复。,25
330,拔剑论功,指争论功劳激烈到几乎动武。,25
346,八面受敌,①谓功力深厚，能应付各种情况。②砚名。,25
425,百辞莫辩,用任何话语都无法辩白。,25
427,百代过客,指时间永远流逝。,25
457,百废俱举,指一切废置的事都兴办起来。同百废俱兴”。,25
483,百花生日,旧指阴历二月十二日，即花朝。,25
10,哀哀欲绝,哀哀极度悲哀；绝断气，死。形容极其悲痛。,26
42,碍口识羞,碍口说不出口。指怕羞而不说话。,26
69,挨三顶五,形容人多，连接不断。,26
80,哀天叫地,哀悲哀。悲哀地呼天喊地。形容悲痛至极。,26
84,爱惜羽毛,羽毛比喻人的声望。比喻为珍惜自己的名声，行事十分谨慎。,26
88,碍足碍手,碍阻碍。妨碍别人做事。同碍手碍脚”。,26
196,暗室屋漏,指别人看不见的地方；隐私之室。,26
251,熬更守夜,指熬夜。,26
359,巴三览四,比喻说话拉扯，没有中心。,26
403,百弊丛生,百形容多；弊弊端，害处。各种弊害都产生出来了。,26
6,阿猫阿狗,旧时人们常用的小名。引申为任何轻贱的，不值得重视的人或著作。,27
60,爱人好士,爱护、重视人才。,27
164,安然如故,还象原来那样安安稳稳。,27
182,安身为乐,身子安定就是快乐。,27
186,安生乐业,犹安居乐业。指安定愉快地生活和劳动。,27
208,安闲自得,自得自己感到舒适。安静清闲，感到非常舒适。,27
211,安心定志,指安下心来。,27
213,安心乐意,原指心情安宁，情绪愉快◇多指内心情愿，十分愉快。,27
315,八方风雨,四面八方风雨聚会。比喻形势骤然变幻，动荡不安。,27
343,八面见光,形容人非常世故，各方面都能应付得很周到。,27
18,爱才若渴,才贤才，人才。爱慕贤才，急欲求得，就象口渴急于喝水一样。,28
71,挨山塞海,形容人极多而拥挤不堪。,28
102,安常守分,分本分，自己分内的。习惯于平稳的生活，安守本分。,28
192,暗室欺心,在黑暗的屋子里昧着良心做坏事。指偷偷地做坏事。,28
218,安于盘石,象盘石一样安然不动。形容安定稳固。,28
235,昂首天外,抬起头望着天边。形容态度傲慢，或做事脱离实际。,28
279,熬心费力,耗费心神和气力。,28
309,拔地参天,拔地从地面上陡然耸立。参天高耸到空中。形容高大和气势雄伟。同拔地倚天”。,28
362,巴山度岭,指爬山越岭。,28
402,百宝万货,指大量珍宝财物。,28
1,阿鼻地狱,阿鼻梵语的译音，意译为无间”，即痛苦无有间断之意。常用来比喻黑暗的社会和严酷的牢狱。又比喻无法摆脱的极其痛苦的境地。,29
2,阿狗阿猫,旧时人们常用的小名。引申为任何轻贱的，不值得重视的人或著作。,29
41,挨肩迭背,形容人群拥挤。,29
77,哀丝豪竹,丝指弦乐器；竹指管乐器；豪竹粗大的竹管制成的乐器。形容管弦乐声的悲壮动人。,29
113,案牍劳形,案牍公文。文书劳累身体。形容公事繁忙。,29
125,岸谷之变,比喻政治上的重大变化。,29
147,鞍马劳倦,指长途跋涉或战斗中备尝困乏。,29
239,卬头阔步,指抬头大步前行。,29
264,傲睨一切,睨斜视。斜着眼看一切事物。形容目空一切，什么都瞧不起。,29
265,傲睨一世,睨斜视。高傲地旁观，对当代的一切都不看在眼里。形容傲慢自负，目空一切。,29
63,爱人利物,爱护人民，力求有利于人民。,30
179,安神定魄,魄魂魄。安定心神，恢复神智。,30
214,安心落意,放心，无忧虑。,30
252,傲骨嶙嶙,傲骨指高傲不屈的性格。嶙嶙山崖突兀貌。比喻高傲不屈。,30
310,拔地摇山,翻动大地，摇撼山岳。形容声势极大。,30
320,扒高踩低,比喻对上奉承攀附，对下欺侮压制。,30
393,八珍玉食,泛指精美的肴馔。,30
430,败德辱行,败坏道德和操守。,30
442,百二山河,百二以二敌百。比喻山河险固之地。,30
486,白华之怨,指女子失宠之哀怨。,30
24,哀感天地,形容极其哀痛，使天地都为之感动。,31
26,哀感中年,形容人到中年对亲友离别的伤感情绪。,31
117,案牍之劳,案牍公文。办理公文的劳累。,31
124,安富尊荣,安安逸；富富有；尊尊贵；荣荣耀。安定富足，尊贵荣华。也指安于富裕安乐的生活。,31
148,鞍马劳困,指长途跋涉或战斗中备尝困乏。,31
149,鞍马劳神,形容旅途劳累。同鞍马劳顿”。,31
159,安贫乐贱,安于贫贱，并以此为乐。,31
229,昂然直入,昂首挺胸地径直走进去。形容傲然威武的样子。,31
230,昂然自得,自得自己感到舒适。指大模大样，满不在乎的样子。,31
240,昂头天外,昂抬起。抬起头望着天边。形容态度傲慢或做事脱离实际。,31
38,挨肩擦脸,挨靠近。擦，接触。形容狎昵之状。,32
39,挨肩搭背,挨肩肩和肩相靠。搭背手搭在别人背上。形容极其亲昵的样子。,32
61,矮人看场,比喻只知道附和别人，自己没有主见。也比喻见识不广。,32
87,矮子看戏,比喻只知道附和别人，自己没有主见。也比喻见识不广。,32
114,安堵乐业,安堵相安，安定。犹言安居乐业。,32
157,按辔徐行,辔马缰绳。轻轻按着缰绳，让马慢慢地走。,32
201,安土重旧,指留恋故土，不轻易改变旧俗。,32
323,拔锅卷席,①比喻带走全部家当。②犹言卷铺盖。比喻被解雇。,32
387,把薪助火,把握住。拿着柴草助长火势。比喻某种行动作法会增加对方的力量或助长事态的加剧。,32
434,百堵皆作,堵墙；作兴建。许多房屋同时建造。,32
126,安故重迁,指安于旧俗，不轻易改变。,33
152,暗昧之事,指见不得人的丑事。,33
178,暗弱无断,愚昧软弱，没有决断。,33
191,安室利处,指安全便利的处所。,33
202,安土重居,犹安土重迁。指留恋故乡，不愿轻易迁居异地。,33
204,安危相易,易变易，转变。平安与危难互为因果，相互转换。,33
223,安之若命,指人遭受的不幸看作命中注定，因而甘心承受。,33
311,拔地倚天,拔突出，耸出。倚倚傍，贴近。从地面突兀而起，贴近天际。比喻高大突出，气势雄伟。,33
340,拔毛济世,指受轻微损失而能有利于世人。,33
413,百不一存,一百个里面没有留下一个。表示丧失殆尽。,33
11,爱别离苦,佛家语，指亲爱的人离别的痛苦。,34
29,爱鹤失众,比喻因小失大。,34
104,安常习故,习习惯；故旧例。安于常规，习惯旧例。形容按照常规和老套办事，守旧而不思变革。,34
130,安魂定魄,魂、魄人的灵气、精神。指使人心安定。,34
151,安眉带眼,长了眉毛，有了眼睛。意思是同样是一个人。,34
185,安生服业,指平稳地生活，安心地从事自己的生业。,34
195,暗室私心,指在暗中做见不得人的亏心事。同暗室亏心”。,34
198,安土乐业,安居本土，愉快地从事自己的职业。,34
321,巴高望上,指与社会地位高于自己的人结交或联姻。,34
361,拔山超海,拔起高山，超越大海。比喻力量极大。,34

65,爱日惜力,珍惜时间，不虚掷精力。,35
101,安常履顺,习惯于平稳的日子，处于顺利的境遇中。同安常处顺”。,35
103,安常守故,习惯于日常的平稳生活，保守旧的一套。指守旧不知变革。,35
143,安老怀少,安安顿；怀关怀。尊重老人，使其安逸；关怀年轻人，使其信服。,35
172,安忍无亲,安忍习于残忍，不以为异。安心于做残忍的事情，因而无所谓亲人。,35
187,暗室不欺,在没有人看见的地方，也不做见不得人的事。,35
188,安时处顺,安于常分，顺其自然。形容满足于现状。,35
272,傲世轻物,傲世傲视当世；物他人或环境。鄙弃世俗，看不起别人。也指高傲自大。,35
329,八荒之外,八面荒远的地方以外。形容极其旷远。,35
379,八万四千,本为佛教表示事物众多的数字，后用以形容极多。,35

94,案兵束甲,放下兵器，捆束铠甲。指停止作战。,36
441,百二山川,比喻山河险固之地。同百二山河”。,36
465,白骨再肉,白骨上再生出肉来。比喻起死回生。,36
564,白日绣衣,旧时比喻富贵后还乡，向乡亲们夸耀。,36
597,白首相庄,指夫妇到老犹相敬爱。,36
653,白衣苍狗,苍灰白色。浮云象白衣裳，顷刻又变得象苍狗。比喻事物变化不定。,36
807,抱法处势,比喻把法和势结合起来，用势来保证法的推行。,36
867,报效万一,报效为报答恩情而为之效力。指恩德极大，只给以微不足道的报答。,36
928,杯羹之让,指受人挟持，惹人讥诮。,36
939,北郭先生,用以指隐居不仕的人。,36
193,暗室求物,在没有光亮的房间寻找东西。比喻读书不得要领，难见成效。,37
248,敖不可长,敖通傲”，傲慢。傲慢之心不可以滋长。,37
294,八百孤寒,八百形容很多；孤寒指贫寒的读书人。形容人数众多，处境贫寒的读书人。也比喻贫寒之士失去依靠。,37
335,拔来报往,报通赴”，迅速≤快地来，很快地去。形容频繁地奔来奔去。,37
336,跋来报往,匆匆地跑来跑去。跋，通拔”。,37
360,巴三揽四,形容说话东拉西扯。,37
410,百不获一,一百个里面也得不到一个。形容人或物的难得或所得极少。,37
559,白日飞升,犹白日升天。道教谓人修炼得道后，白昼飞升天界成仙◇喻指一朝显贵。,37
601,白水鉴心,白水清水；鉴照。清澈的水能照见人的心。形容人心像明净的水一样纯洁。,37
628,白屋寒门,白屋用白茅草盖的屋；寒门清贫人家。泛指贫士的住屋。形容出身贫寒。,37
215,按行自抑,按克制。约束自己的行为。,38
267,熬清守淡,指忍受清苦乏味的生活。,38
269,熬清守谈,忍受清苦乏味的生活。,38
363,拔山盖世,盖世超越天下人，世上第一。力能拔掉大山，形容力大勇猛，当代无比。,38
