id,word,difficulty
2178,不值一钱,7
2186,卜昼卜夜,32
2208,擦掌磨拳,14
2275,才疏德薄,28
2277,才疏学浅,7
2278,才疏意广,29
2279,才疏志大,10
2298,才子佳人,6
2301,残编断简,33
2303,残兵败将,14
2317,餐风宿水,16
2319,餐风宿雨,16
2321,餐风饮露,15
2323,残膏剩馥,45
2327,残花败柳,17
2334,惨绿愁红,40
2350,残山剩水,26
2351,蚕食鲸吞,13
2379,藏弓烹狗,43
2380,苍狗白衣,36
2381,苍狗白云,12
2383,沧海桑田,5
2394,藏龙卧虎,2
2402,藏头露尾,17
2403,藏污纳垢,12
2404,藏形匿影,23
2405,苍颜白发,16
2419,操戈入室,39
2420,操戈同室,12
2426,草庐三顾,21
2431,草靡风行,34
2449,草偃风行,26
2452,草长莺飞,10
2483,层峦叠嶂,13
2484,层峦迭嶂,22
2496,插科打诨,5
2507,茶余酒后,3
2509,姹紫嫣红,5
2512,钗横鬓乱,45
2550,缠绵悱恻,6
2560,谄笑胁肩,23
2580,尝胆卧薪,10
2586,肠肥脑满,14
2592,惝恍迷离,27
2604,长林丰草,25
2629,长蛇封豕,39
2641,倡条冶叶,50
2652,长吁短叹,5
2664,长治久安,3
2671,超凡出世,27
2672,超凡入圣,26
2674,嘲风弄月,44
2675,嘲风咏月,42
2680,超今越古,23
2691,超群拔类,21
2694,超群轶类,29
2713,朝阳丹凤,22
2720,车尘马足,31
2743,车水马龙,1
2749,车载斗量,8
2756,晨参暮礼,36
2782,沉李浮瓜,41
2797,趁热打铁,5
2826,沉鱼落雁,3
2831,晨钟暮鼓,14
2833,沉舟破釜,5
2838,成败得失,9
2848,乘车戴笠,46
2849,称臣纳贡,28
2853,惩恶劝善,21
2854,乘肥衣轻,40
2857,乘风破浪,1
2867,称孤道寡,11
2871,城狐社鼠,32
2872,骋怀游目,15
2895,成龙配套,18
2896,乘鸾跨凤,45
2926,成群逐队,26
2929,成仁取义,10
2976,称兄道弟,12
2995,持螯把酒,48
2996,齿白唇红,16
3004,尺布斗粟,38
3005,尺步绳趋,35
3019,赤胆忠心,3
3022,尺短寸长,26
3044,齿豁头童,37
3105,持危扶颠,23
3106,赤县神州,8
3129,持盈保泰,40
3135,池鱼笼鸟,32
3143,持斋把素,47
3158,虫臂鼠肝,31
3165,充栋汗牛,12
3174,冲冠发怒,10
3176,冲冠怒发,4
3179,重规叠矩,42
3180,重规迭矩,44
3189,充饥画饼,5
3219,虫沙猿鹤,42
3250,冲州过府,32
3251,冲州撞府,47
3260,愁肠百结,17
3274,愁红惨绿,40
3278,抽筋剥皮,15
3300,愁山闷海,26
3302,抽丝剥茧,19
3311,除暴安良,3
3314,楚材晋用,24
3323,出处进退,19
3336,楚得楚弓,33
3349,楚歌四面,6
3352,楚弓楚得,32
3356,出谷迁乔,38
3360,楚馆秦楼,21
3363,除害兴利,17
3390,出类拔萃,5
3414,怵目惊心,10
3423,出奴入主,28
3438,出群拔萃,18
3457,出生入死,1
3460,出世超凡,28
3470,出水芙蓉,14
3475,处堂燕雀,39
3479,楚尾吴头,42
3510,楚雨巫云,43
3517,处之泰然,10
3558,喘月吴牛,45
3559,穿云裂石,10
3560,穿凿附会,18
3562,穿针引线,4
3586,疮痍满目,8
3608,炊金馔玉,45
3626,垂名青史,21
3664,捶胸跌脚,18
3667,捶胸顿脚,17
3668,椎胸顿足,20
3669,捶胸顿足,8
3673,吹影镂尘,39
3676,春冰虎尾,37
3686,春风满面,3
3690,春风沂水,43
3694,唇干口燥,24
3696,春光漏泄,32
3698,春寒料峭,18
3700,唇红齿白,16
3701,春华秋实,7
3703,春花秋月,16
3704,春晖寸草,14
3705,春回大地,2
3708,唇焦舌敝,13
3711,醇酒妇人,32
3722,春葩丽藻,45
3723,唇枪舌剑,4
3728,春色满园,12
3733,春树暮云,23
3756,踔厉奋发,29
3760,啜菽饮水,24
3783,刺股悬梁,9
3804,词穷理屈,4
3819,词严义正,8
3821,辞严义正,11
3852,丛雀渊鱼,45
3877,粗服乱头,31
3881,簇锦团花,27
3889,粗衣粝食,14
3904,榱崩栋折,49
3915,摧枯拉朽,12
3920,翠绕珠围,31
3938,寸草春晖,14
3940,寸长尺短,28
3950,寸积铢累,20
3954,寸量铢称,40
3970,存亡继绝,36
3987,错彩镂金,38
3990,厝火积薪,19
3992,错节盘根,20
4001,搓手顿足,24
4002,蹉跎日月,14
4004,蹉跎岁月,5
4015,大笔如椽,14
4048,大地春回,6
4062,大法小廉,36
4088,打滚撒泼,23
4102,打诨插科,9
4128,大快人心,1
4139,大名鼎鼎,2
4161,大权独揽,10
4163,达权通变,40
4199,打铁趁热,7
4202,大同小异,1
4236,大雨滂沱,5
4237,大雨倾盆,12
4259,戴发含齿,34
4269,戴笠乘车,46
4271,带砺河山,39
4290,带水拖泥,7
4296,待兔守株,5
4303,带月披星,12
4304,戴月披星,7
4313,胆颤心惊,12
4315,胆粗气壮,20
4320,胆大心粗,18
4326,眈眈逐逐,45
4332,淡饭黄齑,43
4333,丹凤朝阳,20
4336,单鹄寡凫,46
4354,胆裂魂飞,20
4363,单枪匹马,5
4365,丹青妙手,18
4369,胆丧魂消,25
4394,淡写轻描,8
4395,丹心碧血,23
4403,弹雨枪林,8
4404,胆战心寒,15
4406,胆战心惊,4
4410,淡妆浓抹,21
4416,荡产倾家,5
4436,荡检逾闲,48
4443,荡气回肠,7
4449,党同伐异,11
4475,道长论短,15
4478,蹈常袭故,42
4483,倒持太阿,45
4485,道存目击,34
4491,道弟称兄,15
4494,倒凤颠鸾,29
4501,刀耕火耨,15
4505,道骨仙风,11
4506,道寡称孤,15
4514,倒海翻江,5
4515,道合志同,5
4516,蹈火赴汤,8
4517,蹈火探汤,28
4529,刀锯鼎镬,24
4532,蹈矩循规,15
4534,蹈厉奋发,30
4537,盗铃掩耳,5
4539,道貌岸然,12
4543,盗名欺世,6
4549,倒箧倾筐,21
4556,刀山火海,6
4557,刀山剑树,31
4561,岛瘦郊寒,49
4578,道西说东,11
4584,倒行逆施,4
4585,捣虚批吭,43
4596,道远日暮,25
4606,盗钟掩耳,20
4610,德薄才疏,28
4619,得尺得寸,27
4620,得寸得尺,27
4647,得失成败,6
4664,得意忘象,22
4667,得意扬扬,6
4668,得意洋洋,3
4683,登峰造极,13
4691,灯红酒绿,4
4693,灯火万家,8
4696,灯尽油干,32
4704,登山临水,13
4718,地北天南,4
4723,低唱浅斟,24
4725,地坼天崩,15
4731,地动山摇,10
4735,地覆天翻,5
4746,地棘天荆,37
4747,地角天涯,12
4752,地久天长,1
4753,敌忾同仇,9
4757,地老天荒,9
4769,地灵人杰,12
4777,地平天成,32
4806,地网天罗,8
4826,砥柱中流,6
4829,电掣风驰,6
4830,电掣星驰,18
4835,颠倒是非,3
4839,电光石火,23
4855,颠鸾倒凤,28
4858,颠沛流离,5
4886,电照风行,33
4892,调兵遣将,1
4905,吊胆惊心,9
4906,吊胆提心,4
4922,调虎离山,1
4925,雕阑玉砌,21
4926,雕梁画栋,8
4929,吊民伐罪,29
4933,雕墙峻宇,44
4943,调弦品竹,40
4951,吊誉沽名,27
4952,钓名沽誉,29
4953,钓誉沽名,9
4964,叠床架屋,14
4965,迭床架屋,11
4971,跌宕风流,18
4976,跌脚捶胸,20
4979,叠矩重规,42
4980,迭矩重规,44
4984,叠嶂层峦,15
4985,迭嶂层峦,24
4990,鼎鼎大名,2
4994,定国安邦,7
4995,鼎湖龙去,38
4996,鼎镬刀锯,25
5005,鼎鼐调和,46
5006,定倾扶危,38
5011,鼎食钟鸣,26
5015,鼎新革故,13
5019,鼎鱼幕燕,38
5027,鼎足三分,16
5033,丢盔弃甲,6
5078,东床坦腹,21
5091,动地惊天,5
5100,东风马耳,15
5122,东箭南金,37
5166,动魄惊心,6
5183,东山高卧,10
5185,冬扇夏炉,48
5190,东市朝衣,50
5199,洞天福地,28
5245,栋折榱崩,49
5259,豆重榆瞑,44
5265,豆分瓜剖,44
5272,斗酒双柑,43
5274,斗酒只鸡,30
5278,斗量车载,12
5284,豆剖瓜分,32
5295,抖擞精神,4
5296,斗粟尺布,38
5301,斗艳争妍,15
5303,都俞吁咈,50
5306,斗转参横,36
5307,斗转星移,7
5313,独步天下,13
5329,独断独行,10
5330,杜断房谋,29
5334,独夫民贼,29
5344,杜渐防萌,32
5345,杜渐防微,16
5349,独具匠心,4
5358,杜口结舌,25
5362,独来独往,7
5363,独揽大权,11
5404,读书三余,27
5410,独往独来,11
5413,黩武穷兵,7
5423,独行独断,12
5424,独行踽踽,17
5434,独运匠心,11
5435,独占鳌头,6
5458,断发文身,25
5464,断梗飘蓬,26
5465,断梗飘萍,43
5474,断鹤续凫,29
5479,断简残编,32
5483,断简遗编,29
5495,短叹长吁,7
5525,对床风雨,34
5527,对床夜雨,34
5532,堆金积玉,23
5540,对头冤家,8
5546,顿挫抑扬,12
5558,顿脚捶胸,18
5559,顿开茅塞,6
5589,顿足捶胸,9
5590,顿足搓手,24
5594,顿足椎胸,22
5595,多才多艺,1
5603,度德量力,28
5606,咄咄怪事,5
5608,咄咄书空,44
5614,堕溷飘茵,50
5644,夺胎换骨,43
5658,多艺多才,5
5672,噩噩浑浑,10
5677,扼吭拊背,49
5682,饿虎饥鹰,26
5698,蛾眉皓齿,24
5699,蛾眉螓首,49
5700,遏密八音,47
5725,鹅行鸭步,27
5756,恩山义海,32
5757,恩深义重,6
5770,迩安远至,40
5788,二满三平,17
5799,耳濡目染,14
5805,耳视目食,33
5813,耳提面命,11
5817,耳闻目睹,3
5818,耳闻目击,8
5819,耳闻目见,8
5835,发短心长,34
5845,发奸擿伏,42
5853,伐毛洗髓,43
5858,发怒冲冠,12
5877,伐异党同,15
5880,发隐擿伏,41
5884,发指眦裂,19
5890,伐罪吊民,30
5894,返本还元,31
5913,凡夫肉眼,17
5940,翻江倒海,3
5941,翻江搅海,19
5951,翻来覆去,1
5967,饭囊酒瓮,21
5969,饭囊衣架,24
5974,反朴归真,14
5977,反璞归真,12
5978,反朴还淳,42
5979,返朴还淳,32
6003,范水模山,29
6004,凡胎肉眼,14
6005,凡胎浊骨,39
6008,翻天覆地,1
6010,反听内视,38
6011,反听收视,25
6016,繁弦急管,14
6028,翻云覆雨,2
6029,泛宅浮家,21
6031,返照回光,8
6032,反正拨乱,7
6053,放刁撒泼,22
6075,防萌杜渐,33
6077,房谋杜断,30
6079,放牛归马,35
6090,方枘圆凿,24
6092,方头不劣,40
6095,防微杜渐,12
6101,方兴未艾,24
6117,方趾圆颅,18
6125,费财劳民,21
6127,悱恻缠绵,10
6167,飞黄腾达,4
6179,肥马轻裘,11
6188,废寝忘餐,4
6199,飞沙走石,2
6211,飞霜六月,20
6233,飞扬跋扈,6
6250,飞灾横祸,13
6256,分崩离析,11
6268,分钗破镜,40
6276,奋发踔厉,30
6277,奋发蹈厉,29
6295,分甘绝少,37
6297,焚膏继晷,19
6300,粉骨碎身,6
6330,分茅列土,26
6331,分茅裂土,43
6336,分门别类,2
6337,粉面油头,14
6345,焚琴煮鹤,21
6351,粉身碎骨,3
6378,分香卖履,36
6385,分星擘两,18
6397,焚舟破釜,12
6405,凤泊鸾飘,29
6406,凤泊鸾漂,14
6411,风餐露宿,7
6412,丰草长林,22
6424,风尘仆仆,5
6428,风驰电掣,4
6439,凤雏麟子,40
6445,风吹雨打,3
6448,蜂攒蚁集,42
6449,蜂攒蚁聚,42
6454,风度翩翩,8
6466,凤附龙攀,36
6471,奉公克己,8
6477,丰功伟绩,5
6488,风光旖旎,12
6490,冯河暴虎,22
6492,风和日丽,3
6494,风和日暖,2
6501,风虎云龙,32
6504,风花雪月,10
6507,风鬟雾鬓,27
6508,风鬟雨鬓,39
6518,烽火连天,4
6546,风流跌宕,18
6549,风流儒雅,17
6551,风流潇洒,4
6554,风流云散,20
6563,锋芒不露,4
6567,凤毛麟角,4
6588,封妻荫子,13
6597,风樯阵马,14
6598,风清弊绝,28
6599,风清月白,13
6601,风清月朗,9
6621,风声鹤唳,4
6622,封豕长蛇,39
6628,凤髓龙肝,25
6635,风调雨顺,2
6639,蜂屯蚁附,43
6640,蜂屯蚁聚,21
6645,凤舞龙飞,5
6647,凤舞鸾歌,31
6662,风行草靡,34
6663,风行草偃,23
6667,风行电照,33
6670,风行雷厉,5
6687,讽一劝百,45
6689,丰衣足食,1
6699,凤友鸾交,37
6705,风雨对床,34
6723,风月无边,15
6728,风云际会,8
6732,风云月露,27
6734,凤只鸾孤,38
6740,凤翥龙蟠,36
6741,凤翥龙翔,29
6743,凤翥鸾回,39
6744,凤翥鸾翔,33
6751,风轻云淡,10
6754,粉面朱唇,20
6756,佛口蛇心,11
6766,拊背扼吭,49
6789,父慈子孝,8
6797,福地洞天,28
6798,覆地翻天,4
6803,伏低做小,20
6805,扶颠持危,26
6806,凫短鹤长,37
6810,负恩背义,16
6818,腹非心谤,36
6822,附凤攀龙,6
6835,浮瓜沉李,41
6838,浮光掠影,12
6843,富贵浮云,26
6846,夫贵妻荣,26
6847,富贵荣华,5
6852,富国强兵,6
6859,伏虎降龙,13
6860,浮花浪蕊,41
6861,附会穿凿,22
6869,浮家泛宅,24
6888,扶老携幼,6
6891,富丽堂皇,12
6919,扶倾济弱,28
6920,覆去翻来,4
6921,负屈含冤,9
6924,负屈衔冤,12
6931,妇人醇酒,33
6936,芙蓉并蒂,28
6937,芙蓉出水,14
6943,扶弱抑强,16
6962,附势趋炎,16
6963,俯拾仰取,32
6991,赴汤蹈火,4
6998,扶危定倾,38
7002,扶危济困,8
7003,扶危救困,10
7005,扶危拯溺,27
7033,俯仰随人,16
7043,附翼攀鳞,40
7044,负义忘恩,6
7052,覆雨翻云,4
7053,釜鱼幕燕,43
7056,釜鱼甑尘,47
7061,浮云富贵,28
7096,附赘悬疣,32
7098,浮踪浪迹,24
7103,改步改玉,35
7118,改过迁善,16
7151,改弦易辙,17
7154,改姓更名,17
7159,改玉改步,35
7171,干柴烈火,12
7180,肝胆披沥,27
7184,肝胆照人,10
7226,旰食宵衣,16
7253,甘雨随车,36
7255,干云蔽日,23
7264,扛鼎拔山,24
7299,高车驷马,11
7314,高飞远走,8
7326,高官厚禄,4
7336,高节清风,28
7345,高垒深沟,30
7350,膏粱纨裦,30
7359,槁木死灰,12
7374,高山流水,6
7377,高深莫测,3
7387,高谈阔论,1
7388,高谈雄辩,23
7400,高卧东山,8
7401,高屋建瓴,6
7412,槁形灰心,37
7413,高悬秦镜,43
7422,高瞻远瞩,5
7453,割肚牵肠,18
7463,歌功颂德,6
7464,革故鼎新,11
7480,歌楼舞榭,14
7484,革面洗心,7
7507,歌台舞榭,18
7571,绠短汲深,30
7586,更名改姓,16
7592,更深夜静,11
7609,攻城掠地,17
7613,功成身退,8
7634,共贯同条,40
7679,共挽鹿车,49
7702,公正廉明,16
7710,公子王孙,14
7714,狗党狐朋,14
7715,狗党狐群,17
7716,狗盗鸡鸣,7
7718,狗盗鼠窃,24
7723,狗肺狼心,5
7726,狗苟蝇营,11
7730,篝火狐鸣,27
7733,狗马声色,29
7736,垢面蓬头,8
7751,狗偷鼠窃,24
7757,狗行狼心,19
7762,钩玄提要,44
7773,钩爪锯牙,49
7787,孤臣孽子,40
7796,古道热肠,17
7801,孤独鳏寡,14
7810,鼓腹含哺,45
7812,鼓腹击壤,41
7816,故宫禾黍,48
7822,顾后瞻前,8
7828,毂击肩摩,46
7845,孤苦零丁,8
7846,孤苦伶仃,5
7851,孤鸾寡鹄,43
7857,沽名吊誉,24
7858,沽名钓誉,5
7876,顾曲周郎,44
7877,顾犬补牢,32
7885,骨肉至亲,9
7894,鼓舌摇唇,19
7910,古往今来,1
7918,故我依然,12
7919,鼓舞欢欣,8
7920,鼓舞欢忻,30
7928,孤行一意,6
7940,沽誉钓名,29
7944,孤云野鹤,21
7946,孤掌难鸣,3
7959,瓜瓞绵绵,49
7960,挂肚牵肠,7
7964,瓜分豆剖,33
7965,寡凫单鹄,46
7975,寡鹄孤鸾,43
7984,瓜剖豆分,44
7989,瓜田李下,7
7993,寡信轻诺,21
8005,怪事咄咄,9
8008,怪雨盲风,34
8029,鳏寡孤独,15
8043,纶巾羽扇,13
8047,管窥蠡测,19
8055,冠冕堂皇,6
8067,贯通融会,8
8073,贯朽粟陈,42
8075,贯朽粟红,41
8101,光风霁月,14
8103,光怪陆离,5
8114,光明磊落,3
8115,光明正大,2
8117,光前绝后,31
8120,光天化日,10
8143,贵耳贱目,38
8145,鬼斧神工,4
8166,圭角不露,13
8178,鬼哭神愁,28
8179,鬼哭神号,7
8180,鬼哭神嚎,8
8184,鬼烂神焦,28
8191,龟龙麟凤,41
8193,归马放牛,35
8194,龟毛兔角,42
8199,刿目鉥心,41
8204,鬼泣神号,18
8220,鬼使神差,10
8235,桂薪玉粒,29
8264,归真反朴,18
8265,归真反璞,14
8291,过府冲州,32
8298,国计民生,6
8302,过街老鼠,2
8309,国破家亡,2
8313,国色天香,7
8314,国色天姿,15
8318,裹尸马革,9
8320,过市招摇,14
8322,国泰民安,2
8328,过隙白驹,9
8332,过眼烟云,10
8333,过眼云烟,10
8338,海北天南,7
8345,海沸江翻,39
8350,海角天涯,5
8353,海枯石烂,14
8355,海阔天空,4
8356,骇浪惊涛,9
8360,骇目惊心,23
8373,海誓山盟,3
8374,海市蜃楼,6
8382,海啸山崩,10
8385,海晏河清,12
8394,含哺鼓腹,45
8397,寒蝉仗马,46
8400,含齿戴发,34
8404,邯郸学步,6
8423,含垢匿瑕,41
8425,含垢忍耻,20
8426,含垢忍辱,20
8436,寒来暑往,8
8439,汗流浃背,5
8457,汗牛充栋,8
8462,含情脉脉,5
8470,含沙射影,5
8477,撼树蚍蜉,17
8489,含辛茹苦,4
8503,含冤负屈,8
8510,航海梯山,44
8513,行间字里,12
8518,皓齿蛾眉,24
8520,皓齿明眸,15
8524,豪夺巧取,16
8526,毫发不爽,8
8534,号寒啼饥,16
8608,豪竹哀丝,28
8615,和璧隋珠,33
8619,鹤长凫短,37
8622,合胆同心,22
8631,鹤发鸡皮,11
8633,鹤发童颜,7
8659,河决鱼烂,37
8662,鹤唳风声,4
8663,鹤唳华亭,46
8680,合浦还珠,46
8681,合浦珠还,30
8689,河清海晏,13
8702,河山带砺,39
8705,禾黍故宫,48
8726,鹤怨猿惊,36
8728,涸辙枯鱼,29
8733,鹤子梅妻,33
8741,黑白混淆,5
8744,黑地昏天,6
8765,横冲直撞,1
8779,横祸飞灾,17
8786,衡虑困心,23
8795,横眉怒目,2
8810,横生枝节,17
8821,横行霸道,4
8834,横征暴敛,4
8845,红愁绿惨,31
8852,鸿断鱼沉,33
8859,洪福齐天,11
8861,轰轰烈烈,1
8873,鸿毛泰山,22
8875,红男绿女,7
8927,鸿爪雪泥,22
8942,后海先河,33
8957,厚禄高官,6
8966,厚生利用,33
8967,后生小子,8
8974,后拥前呼,14
8975,虎背熊腰,4
8981,虎步龙行,13
8991,虎斗龙争,4
9011,虎踞龙盘,3
9013,虎踞龙蟠,11
9018,虎窟龙潭,15
9029,葫芦依样,10
9040,鹄面鸠形,30
9042,狐鸣篝火,29
9047,狐朋狗党,11
9050,呼朋引类,23
9058,狐群狗党,14
9083,呼天抢地,18
9091,虎头燕颔,30
9095,虎尾春冰,37
9097,虎卧龙跳,31
9106,鹄形鸟面,34
9108,虎穴龙潭,7
9111,胡言乱语,2
9120,鹄峙鸾停,44
9134,画饼充饥,1
9139,花残月缺,28
9142,花晨月夕,32
9158,画栋雕梁,10
9167,花好月圆,2
9168,花红柳绿,5
9181,花街柳陌,37
9182,花街柳市,19
9184,花街柳巷,22
9200,花明柳暗,10
9204,花前月下,6
9205,花衢柳陌,41
9206,化日光天,11
9207,花容月貌,10
9219,花天酒地,2
9220,华亭鹤唳,46
9223,花团锦簇,5
9232,花香鸟语,5
9238,花言巧语,3
9244,画意诗情,12
9247,花朝月夕,35
9248,花朝月夜,36
9271,怀黄佩紫,42
9275,怀瑾握瑜,24
9302,还淳返朴,33
9303,还淳反朴,42
9307,换斗移星,32
9311,环肥燕瘦,27
9312,换骨夺胎,43
9313,换骨脱胎,9
9319,缓急轻重,10
9334,换日偷天,7
9345,欢欣鼓舞,5
9346,欢忻鼓舞,30
9348,换羽移宫,47
9350,还元返本,32
9353,还珠合浦,46
9354,还珠买椟,5
9357,潢池弄兵,48
9374,黄花晚节,31
9379,黄齑淡饭,43
9384,黄卷青灯,42
9394,黄龙痛饮,27
9429,黄童白叟,30
9450,回肠荡气,10
9455,毁车杀马,22
9460,回春妙手,7
9464,诲盗诲淫,12
9465,会道能说,5
9479,隳肝沥胆,47
9486,回光返照,4
9499,辉煌金碧,9
9505,晦迹韬光,23
9537,绘声绘影,8
9538,回生起死,7
9556,灰心槁形,37
9558,蕙心兰质,14
9570,诲淫诲盗,12
9571,绘影绘声,8
9598,魂飞胆裂,20
9604,魂飞魄荡,26
9605,魂飞魄散,3
9618,浑浑噩噩,6
9624,浑金璞玉,26
9632,魂劳梦断,30
9636,魂飘魄散,20
9657,昏天黑地,2
9667,魂消胆丧,27
9668,混淆黑白,5
9669,魂销目断,30
9678,活剥生吞,11
9704,火海刀山,7
9708,祸结兵连,34
9725,火灭烟消,21
9726,火耨刀耕,19
9729,祸起萧墙,8
9741,火热水深,5
9756,祸首罪魁,9
9758,火树银花,12
9768,祸枣灾梨,47
9776,激昂慷慨,4
9812,积草屯粮,23
9838,棘地荆天,23
9839,蹐地局天,39
9840,蹐地踨天,41
9847,极恶穷凶,7
9866,箕风毕雨,42
9902,击毂摩肩,41
9908,急管繁弦,18
9914,继晷焚膏,23
9925,际会风云,12
9936,己饥己溺,42
9946,击楫中流,15
9960,继绝存亡,36
9964,济困扶危,8
9988,鸡鸣狗盗,3
10000,己溺己饥,42
10006,鸡皮鹤发,12
10014,畸轻畸重,24
10020,计穷力屈,25
10030,佶屈聱牙,21
10047,击壤鼓腹,41
10063,吉日良辰,13
10064,吉日良时,16
10075,济弱扶倾,26
10091,汲深绠短,31
10102,济世匡时,13
10113,疾首痛心,5
10122,击碎唾壶,45
10133,既往不咎,7
10134,继往开来,3
10135,吉网罗钳,44
10162,积薪厝火,23
10167,计行言听,22
10197,饥鹰饿虎,27
10201,疾雨暴风,13
10203,积玉堆金,25
10205,击玉敲金,27
10210,霁月光风,18
10227,畸重畸轻,27
10234,击筑悲歌,33
10239,激浊扬清,18
10244,浃背汗流,9
10280,加官进禄,17
10290,家给人足,20
10304,价廉物美,3
10305,物美价廉,3
10314,家破人亡,9
10322,佳人薄命,6
10323,佳人才子,9
10337,浃髓沦肌,27
10341,家亡国破,6
10345,架屋叠床,18
10346,架屋迭床,15
10349,驾雾腾云,12
10361,加油添醋,12
10369,戛玉敲冰,14
10370,戛玉敲金,14
10384,剑拔弩张,5
10412,剑胆琴心,31
10435,见羹见墙,35
10442,见惯司空,8
10450,剑及屦及,42
10492,建瓴高屋,10
10502,肩摩毂击,46
10505,肩摩踵接,11
10506,贱目贵耳,38
10510,艰难险阻,6
10520,见墙见羹,35
10528,见仁见智,7
10563,剑树刀山,31
10575,践土食毛,45
10611,见智见仁,8
10612,剪烛西窗,49
10625,江翻海沸,39
10636,降贵纡尊,27
10675,匠心独具,6
10677,匠心独运,7
10701,交臂失之,6
10702,交臂相失,31
10734,搅海翻江,20
10735,郊寒岛瘦,49
10773,矫揉造作,5
10799,焦头烂额,5
10842,结草衔环,8
10852,揭地掀天,12
10854,接二连三,1
10861,解纷排难,15
10871,截鹤续凫,42
10886,结结巴巴,6
10909,诘曲聱牙,45
10910,诘屈聱牙,13
10913,诘屈謷牙,48
10920,结舌杜口,27
10938,街谈巷议,8
10942,截铁斩钉,9
10944,街头巷尾,1
